2007-01-28,2007-03-11,WEATHER
2007-04-24,2007-06-06,no
2007-06-06,2007-07-19,no
2007-06-15,2007-07-27,WEATHER
2007-07-05,2007-08-16,WEATHER
2007-07-16,2007-08-27,HOARDING
2007-10-10,2007-11-22,no
2007-11-27,2008-01-09,no
2008-03-08,2008-04-20,no
2008-03-13,2008-04-24,INFLATIOn
2008-06-26,2008-08-08,no
2008-06-30,2008-08-11,WEATHER
2008-08-02,2008-09-13,WEATHER
2008-09-16,2008-10-28,HOARDING
2008-12-20,2009-01-31,FUEL-TRANSPORT
2009-03-08,2009-04-19,HOARDING
2009-04-09,2009-05-21,WEATHER
2009-05-30,2009-07-11,WEATHER
2009-06-16,2009-07-28,HOARDING
2009-08-10,2009-09-21,HOARDING
2009-09-05,2009-10-17,INFLATIOn
2009-10-01,2009-11-12,HOARDING
2009-11-13,2009-12-25,WEATHER
2009-12-21,2010-02-01,INFLATIOn
2010-06-11,2010-07-24,no
2010-06-14,2010-07-26,HOARDING
2010-09-08,2010-10-21,no
2010-09-10,2010-10-22,WEATHER
2010-12-05,2011-01-17,no
2010-12-18,2011-01-29,HOARDING
2011-04-07,2011-05-20,no
2011-06-07,2011-07-20,no
2011-07-20,2011-09-01,no
2011-08-05,2011-09-16,WEATHER
2011-08-14,2011-09-25,WEATHER
2011-09-06,2011-10-18,WEATHER
2011-09-18,2011-10-30,HOARDING
2012-03-14,2012-04-25,HOARDING
2012-04-24,2012-06-05,WEATHER
2012-06-06,2012-07-18,HOARDING
2012-06-17,2012-07-29,WEATHER
2012-07-16,2012-08-27,HOARDING
2012-08-06,2012-09-17,WEATHER
2012-08-19,2012-09-30,WEATHER
2012-11-13,2012-12-26,no
2013-03-05,2013-04-17,no
2013-05-24,2013-07-06,no
2013-07-06,2013-08-18,no
2013-07-27,2013-09-07,WEATHER
2013-08-09,2013-09-20,WEATHER
2013-09-30,2013-11-11,HOARDING
2013-10-30,2013-12-11,HOARDING-WEATHER
2014-05-16,2014-06-28,no
2014-06-04,2014-07-16,HOARDING-WEATHER
2014-08-19,2014-09-30,HOARDING
2014-11-13,2014-12-26,no
2015-03-06,2015-04-18,no
2015-03-20,2015-05-01,HOARDING
2015-05-12,2015-06-23,HOARDING
2015-06-29,2015-08-10,WEATHER
2015-09-23,2015-11-05,no
2015-11-05,2015-12-18,no
2016-04-23,2016-06-05,no
2016-06-05,2016-07-18,no
2016-07-18,2016-08-30,no
2016-07-26,2016-09-06,WEATHER
2016-08-10,2016-09-21,HOARDING
2016-08-18,2016-09-29,HOARDING
2016-11-12,2016-12-25,no
2016-12-09,2017-01-20,INFLATIOn
2017-03-05,2017-04-17,no
2017-03-26,2017-05-07,HOARDING
2017-06-11,2017-07-23,WEATHER
2017-07-24,2017-09-04,WEATHER
2017-10-18,2017-11-30,no
2017-11-30,2018-01-12,no
2018-04-21,2018-06-03,no
2018-06-14,2018-07-27,no
2018-07-27,2018-09-08,no
2018-09-08,2018-10-21,no
2018-10-21,2018-12-03,HOARDING
2019-04-29,2019-06-11,HOARDING
2019-07-25,2019-09-06,no
2019-09-06,2019-10-19,no
2019-10-19,2019-12-01,no
2019-12-01,2020-01-13,no
